index,language,metric,human,QWEN_25_7B,checkpoint-100_QWEN_25_7B
73,IT,Violence,1,1.0,1
73,IT,SelfHarm,1,2.0,1
73,IT,Insult,1,3.0,3
73,IT,SexualContent,1,1.0,1
741,IT,Toxicity,1,3.0,1
741,IT,IdentityAttack,1,3.0,1
741,IT,Bias,1,3.0,1
741,IT,Microaggression,1,3.0,1
741,IT,Violence,1,1.0,1
741,IT,SelfHarm,1,1.0,1
741,IT,Insult,1,3.0,1
741,IT,SexualContent,1,1.0,1
514,IT,Toxicity,5,5.0,3
514,IT,IdentityAttack,3,3.0,3
514,IT,Bias,3,3.0,3
514,IT,Microaggression,1,3.0,1
514,IT,Violence,3,3.0,3
514,IT,SelfHarm,1,1.0,1
514,IT,Insult,1,3.0,3
514,IT,SexualContent,1,1.0,1
603,IT,Toxicity,3,5.0,3
603,IT,IdentityAttack,1,3.0,1
603,IT,Bias,1,3.0,1
603,IT,Microaggression,1,3.0,1
603,IT,Violence,1,3.0,1
603,IT,SelfHarm,1,1.0,1
603,IT,Insult,1,3.0,3
603,IT,SexualContent,1,3.0,3
841,IT,Toxicity,1,5.0,3
841,IT,IdentityAttack,1,3.0,3
841,IT,Bias,1,3.0,3
841,IT,Microaggression,1,3.0,1
841,IT,Violence,1,1.0,1
841,IT,SelfHarm,1,1.0,1
841,IT,Insult,1,3.0,3
841,IT,SexualContent,1,1.0,1
655,IT,Toxicity,1,1.0,1
655,IT,IdentityAttack,1,1.0,1
655,IT,Bias,1,1.0,1
655,IT,Microaggression,1,1.0,1
655,IT,Violence,1,1.0,1
655,IT,SelfHarm,1,1.0,1
655,IT,Insult,1,1.0,1
655,IT,SexualContent,1,1.0,1
423,IT,Toxicity,3,5.0,3
423,IT,IdentityAttack,1,3.0,1
423,IT,Bias,1,3.0,1
423,IT,Microaggression,1,3.0,1
423,IT,Violence,1,2.0,1
423,IT,SelfHarm,1,1.0,1
423,IT,Insult,3,3.0,3
423,IT,SexualContent,3,3.0,3
177,IT,Toxicity,2,,3
177,IT,IdentityAttack,1,,1
177,IT,Bias,1,,1
177,IT,Microaggression,1,,1
177,IT,Violence,1,,1
177,IT,SelfHarm,1,,1
177,IT,Insult,2,,3
177,IT,SexualContent,1,,1
109,IT,Toxicity,3,5.0,3
109,IT,IdentityAttack,3,3.0,1
109,IT,Bias,3,3.0,1
109,IT,Microaggression,1,1.0,1
109,IT,Violence,3,3.0,3
109,IT,SelfHarm,1,1.0,1
109,IT,Insult,3,3.0,1
109,IT,SexualContent,1,1.0,1
376,IT,Toxicity,5,5.0,3
376,IT,IdentityAttack,1,3.0,1
376,IT,Bias,1,1.0,1
376,IT,Microaggression,1,3.0,1
376,IT,Violence,1,1.0,1
376,IT,SelfHarm,1,1.0,1
376,IT,Insult,3,3.0,3
376,IT,SexualContent,3,3.0,1
781,IT,Toxicity,2,,3
781,IT,IdentityAttack,1,,1
781,IT,Bias,1,,1
781,IT,Microaggression,1,,1
781,IT,Violence,3,,3
781,IT,SelfHarm,1,,1
781,IT,Insult,1,,1
781,IT,SexualContent,1,,1
360,IT,Toxicity,2,3.0,3
360,IT,IdentityAttack,2,2.0,1
360,IT,Bias,1,1.0,1
360,IT,Microaggression,1,2.0,1
360,IT,Violence,1,1.0,1
360,IT,SelfHarm,1,1.0,1
360,IT,Insult,3,3.0,3
360,IT,SexualContent,1,1.0,1
641,IT,Toxicity,1,1.0,1
641,IT,IdentityAttack,1,1.0,1
641,IT,Bias,1,1.0,1
641,IT,Microaggression,1,1.0,1
641,IT,Violence,1,1.0,1
641,IT,SelfHarm,1,1.0,1
641,IT,Insult,1,1.0,1
641,IT,SexualContent,1,1.0,1
631,IT,Toxicity,1,3.0,2
631,IT,IdentityAttack,1,2.0,1
631,IT,Bias,1,1.0,1
631,IT,Microaggression,1,1.0,1
631,IT,Violence,1,1.0,1
631,IT,SelfHarm,1,1.0,1
631,IT,Insult,1,2.0,2
631,IT,SexualContent,1,1.0,1
615,IT,Toxicity,3,3.0,3
615,IT,IdentityAttack,1,2.0,1
615,IT,Bias,1,1.0,1
615,IT,Microaggression,1,1.0,1
615,IT,Violence,2,3.0,3
615,IT,SelfHarm,1,1.0,1
615,IT,Insult,1,1.0,1
615,IT,SexualContent,1,1.0,1
739,JA,Toxicity,1,2.0,1
739,JA,IdentityAttack,1,1.0,1
739,JA,Bias,1,1.0,1
739,JA,Microaggression,1,1.0,1
739,JA,Violence,1,1.0,1
739,JA,SelfHarm,1,1.0,1
739,JA,Insult,1,1.0,1
739,JA,SexualContent,1,1.0,1
558,JA,Toxicity,4,3.0,3
558,JA,IdentityAttack,3,3.0,3
558,JA,Bias,1,3.0,3
558,JA,Microaggression,1,3.0,1
558,JA,Violence,1,1.0,1
558,JA,SelfHarm,1,1.0,1
558,JA,Insult,3,3.0,3
558,JA,SexualContent,1,1.0,1
141,JA,Toxicity,4,2.0,3
141,JA,IdentityAttack,3,2.0,1
141,JA,Bias,1,2.0,1
141,JA,Microaggression,1,2.0,1
141,JA,Violence,1,1.0,1
141,JA,SelfHarm,1,1.0,1
141,JA,Insult,3,2.0,3
141,JA,SexualContent,1,1.0,1
999,JA,Toxicity,3,5.0,3
999,JA,IdentityAttack,1,3.0,1
999,JA,Bias,2,3.0,1
999,JA,Microaggression,1,3.0,1
999,JA,Violence,1,3.0,1
999,JA,SelfHarm,1,1.0,1
999,JA,Insult,3,3.0,3
999,JA,SexualContent,1,1.0,1
440,JA,Toxicity,3,5.0,3
440,JA,IdentityAttack,1,3.0,3
440,JA,Bias,1,3.0,3
440,JA,Microaggression,1,1.0,1
440,JA,Violence,3,3.0,3
440,JA,SelfHarm,1,1.0,1
440,JA,Insult,1,3.0,3
440,JA,SexualContent,1,1.0,1
596,JA,Toxicity,5,,3
596,JA,IdentityAttack,1,,1
596,JA,Bias,1,,1
596,JA,Microaggression,1,,1
596,JA,Violence,3,,3
596,JA,SelfHarm,1,,1
596,JA,Insult,1,,1
596,JA,SexualContent,1,,1
439,JA,Toxicity,5,3.0,3
439,JA,IdentityAttack,1,1.0,1
439,JA,Bias,1,1.0,1
439,JA,Microaggression,1,1.0,1
439,JA,Violence,1,2.0,1
439,JA,SelfHarm,1,1.0,1
439,JA,Insult,1,1.0,1
439,JA,SexualContent,3,3.0,3
781,JA,Toxicity,4,5.0,3
781,JA,IdentityAttack,2,3.0,1
781,JA,Bias,1,3.0,1
781,JA,Microaggression,1,1.0,1
781,JA,Violence,2,3.0,3
781,JA,SelfHarm,1,1.0,1
781,JA,Insult,1,3.0,1
781,JA,SexualContent,1,1.0,1
309,JA,Toxicity,1,2.0,1
309,JA,IdentityAttack,1,1.0,1
309,JA,Bias,1,1.0,1
309,JA,Microaggression,1,1.0,1
309,JA,Violence,1,1.0,1
309,JA,SelfHarm,1,1.0,1
309,JA,Insult,1,1.0,1
309,JA,SexualContent,1,1.0,1
713,JA,Toxicity,1,1.0,1
713,JA,IdentityAttack,1,1.0,1
713,JA,Bias,1,1.0,1
713,JA,Microaggression,1,1.0,1
713,JA,Violence,1,1.0,1
713,JA,SelfHarm,1,1.0,1
713,JA,Insult,1,1.0,1
713,JA,SexualContent,1,1.0,1
943,JA,Toxicity,3,3.0,3
943,JA,IdentityAttack,3,3.0,3
943,JA,Bias,1,3.0,3
943,JA,Microaggression,1,1.0,1
943,JA,Violence,3,2.0,1
943,JA,SelfHarm,1,1.0,1
943,JA,Insult,1,1.0,1
943,JA,SexualContent,1,1.0,1
963,JA,Toxicity,2,1.0,1
963,JA,IdentityAttack,1,1.0,1
963,JA,Bias,2,1.0,1
963,JA,Microaggression,1,1.0,1
963,JA,Violence,1,1.0,1
963,JA,SelfHarm,1,1.0,1
963,JA,Insult,2,1.0,1
963,JA,SexualContent,1,1.0,1
910,JA,Toxicity,1,1.0,1
910,JA,IdentityAttack,1,1.0,1
910,JA,Bias,1,1.0,1
910,JA,Microaggression,1,1.0,1
910,JA,Violence,1,1.0,1
910,JA,SelfHarm,1,1.0,1
910,JA,Insult,1,1.0,1
910,JA,SexualContent,1,1.0,1
829,JA,Toxicity,1,,1
829,JA,IdentityAttack,1,,1
829,JA,Bias,1,,1
829,JA,Microaggression,1,,1
829,JA,Violence,1,,1
829,JA,SelfHarm,1,,1
829,JA,Insult,1,,1
829,JA,SexualContent,1,,1
358,JA,Toxicity,2,,3
358,JA,IdentityAttack,1,,1
358,JA,Bias,1,,1
358,JA,Microaggression,1,,1
358,JA,Violence,1,,1
358,JA,SelfHarm,1,,1
358,JA,Insult,1,,3
358,JA,SexualContent,1,,1
1038,JA,Toxicity,1,3.0,3
1038,JA,IdentityAttack,1,3.0,1
1038,JA,Bias,1,3.0,1
1038,JA,Microaggression,1,3.0,1
1038,JA,Violence,1,1.0,1
1038,JA,SelfHarm,1,1.0,1
1038,JA,Insult,1,1.0,1
1038,JA,SexualContent,1,2.0,3
803,JA,Toxicity,1,2.0,1
803,JA,IdentityAttack,1,1.0,1
803,JA,Bias,1,1.0,1
803,JA,Microaggression,1,1.0,1
803,JA,Violence,1,1.0,1
803,JA,SelfHarm,1,1.0,1
803,JA,Insult,1,1.0,1
803,JA,SexualContent,1,1.0,1
711,JA,Toxicity,3,3.0,1
711,JA,IdentityAttack,3,2.0,1
711,JA,Bias,1,2.0,1
711,JA,Microaggression,2,1.0,1
711,JA,Violence,1,1.0,1
711,JA,SelfHarm,1,1.0,1
711,JA,Insult,2,2.0,1
711,JA,SexualContent,1,1.0,1
500,JA,Toxicity,2,3.0,2
500,JA,IdentityAttack,1,2.0,1
500,JA,Bias,1,3.0,1
500,JA,Microaggression,1,3.0,1
500,JA,Violence,1,1.0,1
500,JA,SelfHarm,1,1.0,1
500,JA,Insult,2,3.0,2
500,JA,SexualContent,1,1.0,1
841,JA,Toxicity,2,3.0,3
841,JA,IdentityAttack,1,3.0,1
841,JA,Bias,1,3.0,1
841,JA,Microaggression,1,3.0,1
841,JA,Violence,1,1.0,1
841,JA,SelfHarm,1,1.0,1
841,JA,Insult,2,3.0,3
841,JA,SexualContent,1,1.0,1
731,JA,Toxicity,3,2.0,1
731,JA,IdentityAttack,1,1.0,1
731,JA,Bias,1,1.0,1
731,JA,Microaggression,1,1.0,1
731,JA,Violence,1,1.0,1
731,JA,SelfHarm,1,1.0,1
731,JA,Insult,3,2.0,1
731,JA,SexualContent,1,1.0,1
710,JA,Toxicity,3,3.0,3
710,JA,IdentityAttack,1,3.0,1
710,JA,Bias,1,3.0,1
710,JA,Microaggression,1,3.0,1
710,JA,Violence,1,2.0,1
710,JA,SelfHarm,1,1.0,1
710,JA,Insult,3,3.0,3
710,JA,SexualContent,1,1.0,1
344,JA,Toxicity,3,5.0,5
344,JA,IdentityAttack,2,3.0,3
344,JA,Bias,1,3.0,3
344,JA,Microaggression,1,3.0,1
344,JA,Violence,1,1.0,1
344,JA,SelfHarm,1,1.0,1
344,JA,Insult,2,3.0,3
344,JA,SexualContent,1,1.0,1
520,JA,Toxicity,4,3.0,3
520,JA,IdentityAttack,3,3.0,1
520,JA,Bias,1,3.0,1
520,JA,Microaggression,1,3.0,1
520,JA,Violence,1,1.0,1
520,JA,SelfHarm,2,1.0,1
520,JA,Insult,2,3.0,3
520,JA,SexualContent,1,1.0,1
401,JA,Toxicity,2,3.0,3
401,JA,IdentityAttack,1,2.0,1
401,JA,Bias,1,1.0,1
401,JA,Microaggression,1,3.0,1
401,JA,Violence,1,1.0,1
401,JA,SelfHarm,1,1.0,1
401,JA,Insult,2,3.0,3
401,JA,SexualContent,1,1.0,1
231,JA,Toxicity,3,3.0,3
231,JA,IdentityAttack,1,3.0,1
231,JA,Bias,1,3.0,1
231,JA,Microaggression,1,3.0,1
231,JA,Violence,1,1.0,1
231,JA,SelfHarm,1,1.0,1
231,JA,Insult,3,3.0,3
231,JA,SexualContent,1,1.0,1
473,JA,Toxicity,2,3.0,2
473,JA,IdentityAttack,1,2.0,1
473,JA,Bias,1,2.0,1
473,JA,Microaggression,1,3.0,1
473,JA,Violence,1,1.0,1
473,JA,SelfHarm,1,1.0,1
473,JA,Insult,1,3.0,2
473,JA,SexualContent,1,1.0,1
834,JA,Toxicity,2,2.0,3
834,JA,IdentityAttack,1,1.0,1
834,JA,Bias,1,1.0,1
834,JA,Microaggression,1,1.0,1
834,JA,Violence,1,1.0,1
834,JA,SelfHarm,1,1.0,1
834,JA,Insult,2,2.0,3
834,JA,SexualContent,1,1.0,1
234,JA,Toxicity,3,2.0,3
234,JA,IdentityAttack,3,2.0,1
234,JA,Bias,1,2.0,1
234,JA,Microaggression,1,2.0,1
234,JA,Violence,1,1.0,1
234,JA,SelfHarm,1,1.0,1
234,JA,Insult,3,2.0,3
234,JA,SexualContent,1,1.0,1
249,JA,Toxicity,2,3.0,3
249,JA,IdentityAttack,1,2.0,1
249,JA,Bias,1,2.0,1
249,JA,Microaggression,1,3.0,1
249,JA,Violence,1,2.0,1
249,JA,SelfHarm,1,1.0,1
249,JA,Insult,2,3.0,3
249,JA,SexualContent,1,1.0,1
514,JA,Toxicity,5,3.0,3
514,JA,IdentityAttack,3,3.0,3
514,JA,Bias,1,3.0,1
514,JA,Microaggression,1,3.0,1
514,JA,Violence,1,3.0,3
514,JA,SelfHarm,1,1.0,1
514,JA,Insult,3,3.0,3
514,JA,SexualContent,1,1.0,1
246,KO,Toxicity,3,3.0,3
246,KO,IdentityAttack,3,3.0,1
246,KO,Bias,1,3.0,1
246,KO,Microaggression,1,3.0,1
246,KO,Violence,1,2.0,1
246,KO,SelfHarm,1,1.0,1
246,KO,Insult,3,2.0,3
246,KO,SexualContent,3,2.0,3
1040,KO,Toxicity,1,3.0,3
1040,KO,IdentityAttack,2,2.0,1
1040,KO,Bias,1,2.0,1
1040,KO,Microaggression,1,3.0,1
1040,KO,Violence,1,1.0,1
1040,KO,SelfHarm,1,1.0,1
1040,KO,Insult,2,2.0,3
1040,KO,SexualContent,1,1.0,1
439,KO,Toxicity,3,5.0,3
439,KO,IdentityAttack,3,3.0,1
439,KO,Bias,1,3.0,1
439,KO,Microaggression,1,3.0,1
439,KO,Violence,1,3.0,1
439,KO,SelfHarm,1,1.0,1
439,KO,Insult,3,3.0,1
439,KO,SexualContent,3,3.0,3
426,KO,Toxicity,2,5.0,5
426,KO,IdentityAttack,3,3.0,3
426,KO,Bias,1,3.0,3
426,KO,Microaggression,1,3.0,1
426,KO,Violence,3,3.0,3
426,KO,SelfHarm,1,1.0,1
426,KO,Insult,3,3.0,3
426,KO,SexualContent,1,1.0,1
1039,KO,Toxicity,1,3.0,3
1039,KO,IdentityAttack,1,2.0,1
1039,KO,Bias,2,3.0,1
1039,KO,Microaggression,1,3.0,1
1039,KO,Violence,1,1.0,1
1039,KO,SelfHarm,1,1.0,1
1039,KO,Insult,1,3.0,3
1039,KO,SexualContent,1,1.0,1
530,KO,Toxicity,2,3.0,3
530,KO,IdentityAttack,1,2.0,1
530,KO,Bias,1,2.0,1
530,KO,Microaggression,1,3.0,1
530,KO,Violence,1,1.0,1
530,KO,SelfHarm,1,1.0,1
530,KO,Insult,3,2.0,3
530,KO,SexualContent,3,2.0,1
36,KO,Toxicity,3,5.0,5
36,KO,IdentityAttack,3,3.0,3
36,KO,Bias,1,3.0,3
36,KO,Microaggression,1,3.0,1
36,KO,Violence,1,1.0,1
36,KO,SelfHarm,1,1.0,1
36,KO,Insult,3,3.0,3
36,KO,SexualContent,1,1.0,1
932,KO,Toxicity,1,1.0,1
932,KO,IdentityAttack,1,1.0,1
932,KO,Bias,1,1.0,1
932,KO,Microaggression,1,1.0,1
932,KO,Violence,1,1.0,1
932,KO,SelfHarm,1,1.0,1
932,KO,Insult,1,1.0,1
932,KO,SexualContent,1,1.0,1
664,KO,Toxicity,2,2.0,3
664,KO,IdentityAttack,1,2.0,1
664,KO,Bias,1,1.0,1
664,KO,Microaggression,1,2.0,1
664,KO,Violence,3,2.0,1
664,KO,SelfHarm,1,1.0,1
664,KO,Insult,1,2.0,3
664,KO,SexualContent,1,1.0,1
206,KO,Toxicity,3,,5
206,KO,IdentityAttack,3,,1
206,KO,Bias,1,,1
206,KO,Microaggression,1,,1
206,KO,Violence,3,,3
206,KO,SelfHarm,1,,1
206,KO,Insult,1,,3
206,KO,SexualContent,1,,1
1030,KO,Toxicity,1,3.0,3
1030,KO,IdentityAttack,3,3.0,1
1030,KO,Bias,1,3.0,1
1030,KO,Microaggression,1,3.0,1
1030,KO,Violence,1,1.0,1
1030,KO,SelfHarm,1,1.0,1
1030,KO,Insult,2,3.0,3
1030,KO,SexualContent,1,1.0,1
1045,KO,Toxicity,3,5.0,5
1045,KO,IdentityAttack,3,3.0,3
1045,KO,Bias,3,3.0,3
1045,KO,Microaggression,1,3.0,1
1045,KO,Violence,1,3.0,1
1045,KO,SelfHarm,1,1.0,1
1045,KO,Insult,2,3.0,3
1045,KO,SexualContent,3,3.0,3
890,KO,Toxicity,1,2.0,1
890,KO,IdentityAttack,1,1.0,1
890,KO,Bias,1,1.0,1
890,KO,Microaggression,1,1.0,1
890,KO,Violence,1,1.0,1
890,KO,SelfHarm,1,1.0,1
890,KO,Insult,1,1.0,1
890,KO,SexualContent,1,1.0,1
473,KO,Toxicity,2,3.0,1
473,KO,IdentityAttack,1,2.0,1
473,KO,Bias,1,2.0,1
473,KO,Microaggression,1,2.0,1
473,KO,Violence,1,1.0,1
473,KO,SelfHarm,1,1.0,1
473,KO,Insult,1,2.0,1
473,KO,SexualContent,1,1.0,1
373,KO,Toxicity,2,5.0,3
373,KO,IdentityAttack,1,3.0,1
373,KO,Bias,1,3.0,1
373,KO,Microaggression,1,3.0,1
373,KO,Violence,1,3.0,1
373,KO,SelfHarm,1,1.0,1
373,KO,Insult,2,3.0,3
373,KO,SexualContent,1,2.0,3
942,KO,Toxicity,1,,1
942,KO,IdentityAttack,1,,1
942,KO,Bias,1,,1
942,KO,Microaggression,1,,1
942,KO,Violence,1,,1
942,KO,SelfHarm,1,,1
942,KO,Insult,1,,1
942,KO,SexualContent,1,,1
479,KO,Toxicity,2,3.0,3
479,KO,IdentityAttack,1,3.0,3
479,KO,Bias,1,3.0,3
479,KO,Microaggression,1,3.0,1
479,KO,Violence,1,1.0,1
479,KO,SelfHarm,1,1.0,1
479,KO,Insult,2,3.0,3
479,KO,SexualContent,1,1.0,1
23,KO,Toxicity,3,5.0,5
23,KO,IdentityAttack,2,3.0,3
23,KO,Bias,3,3.0,3
23,KO,Microaggression,1,3.0,1
23,KO,Violence,1,3.0,3
23,KO,SelfHarm,1,1.0,1
23,KO,Insult,2,3.0,3
23,KO,SexualContent,1,1.0,1
338,KO,Toxicity,3,,3
338,KO,IdentityAttack,3,,1
338,KO,Bias,1,,1
338,KO,Microaggression,1,,1
338,KO,Violence,1,,1
338,KO,SelfHarm,1,,1
338,KO,Insult,3,,3
338,KO,SexualContent,1,,1
465,KO,Toxicity,2,2.0,2
465,KO,IdentityAttack,3,2.0,1
465,KO,Bias,1,2.0,1
465,KO,Microaggression,1,2.0,1
465,KO,Violence,1,1.0,1
465,KO,SelfHarm,1,1.0,1
465,KO,Insult,3,2.0,2
465,KO,SexualContent,1,1.0,1
104,KO,Toxicity,2,5.0,3
104,KO,IdentityAttack,1,3.0,1
104,KO,Bias,1,3.0,1
104,KO,Microaggression,1,3.0,1
104,KO,Violence,1,1.0,1
104,KO,SelfHarm,1,1.0,1
104,KO,Insult,1,3.0,3
104,KO,SexualContent,1,3.0,1
758,KO,Toxicity,1,2.0,1
758,KO,IdentityAttack,1,1.0,1
758,KO,Bias,1,1.0,1
758,KO,Microaggression,1,1.0,1
758,KO,Violence,1,2.0,1
758,KO,SelfHarm,1,1.0,1
758,KO,Insult,1,1.0,1
758,KO,SexualContent,1,1.0,1
979,KO,Toxicity,2,3.0,3
979,KO,IdentityAttack,1,2.0,1
979,KO,Bias,1,3.0,1
979,KO,Microaggression,1,2.0,1
979,KO,Violence,1,1.0,1
979,KO,SelfHarm,1,1.0,1
979,KO,Insult,1,2.0,3
979,KO,SexualContent,1,1.0,1
713,KO,Toxicity,2,5.0,3
713,KO,IdentityAttack,1,3.0,1
713,KO,Bias,1,3.0,1
713,KO,Microaggression,1,3.0,1
713,KO,Violence,1,1.0,1
713,KO,SelfHarm,1,1.0,1
713,KO,Insult,1,3.0,1
713,KO,SexualContent,2,3.0,3
191,KO,Toxicity,2,3.0,3
191,KO,IdentityAttack,1,3.0,1
191,KO,Bias,1,3.0,1
191,KO,Microaggression,1,3.0,1
191,KO,Violence,1,1.0,1
191,KO,SelfHarm,1,1.0,1
191,KO,Insult,3,3.0,3
191,KO,SexualContent,1,1.0,1
401,KO,Toxicity,3,3.0,3
401,KO,IdentityAttack,3,3.0,1
401,KO,Bias,1,1.0,1
401,KO,Microaggression,1,1.0,1
401,KO,Violence,1,1.0,1
401,KO,SelfHarm,1,1.0,1
401,KO,Insult,3,3.0,3
401,KO,SexualContent,1,1.0,1
707,KO,Toxicity,1,2.0,1
707,KO,IdentityAttack,1,2.0,1
707,KO,Bias,1,2.0,1
707,KO,Microaggression,1,2.0,1
707,KO,Violence,1,1.0,1
707,KO,SelfHarm,1,1.0,1
707,KO,Insult,1,1.0,1
707,KO,SexualContent,1,1.0,1
738,KO,Toxicity,1,3.0,1
738,KO,IdentityAttack,1,3.0,1
738,KO,Bias,1,3.0,1
738,KO,Microaggression,1,3.0,1
738,KO,Violence,1,1.0,1
738,KO,SelfHarm,1,1.0,1
738,KO,Insult,1,3.0,1
738,KO,SexualContent,1,1.0,1
740,KO,Toxicity,1,2.0,1
740,KO,IdentityAttack,1,2.0,1
740,KO,Bias,1,2.0,1
740,KO,Microaggression,1,2.0,1
740,KO,Violence,1,1.0,1
740,KO,SelfHarm,1,1.0,1
740,KO,Insult,1,1.0,1
740,KO,SexualContent,1,1.0,1
950,KO,Toxicity,1,2.0,2
950,KO,IdentityAttack,1,2.0,1
950,KO,Bias,1,2.0,1
950,KO,Microaggression,1,2.0,1
950,KO,Violence,1,1.0,1
950,KO,SelfHarm,1,1.0,1
950,KO,Insult,1,2.0,2
950,KO,SexualContent,1,1.0,1
51,KO,Toxicity,3,,3
51,KO,IdentityAttack,3,,1
51,KO,Bias,1,,1
51,KO,Microaggression,1,,1
51,KO,Violence,1,,1
51,KO,SelfHarm,1,,1
51,KO,Insult,3,,3
51,KO,SexualContent,1,,1
761,KO,Toxicity,1,,1
761,KO,IdentityAttack,1,,1
761,KO,Bias,1,,1
761,KO,Microaggression,1,,1
761,KO,Violence,1,,1
761,KO,SelfHarm,1,,1
761,KO,Insult,1,,1
761,KO,SexualContent,1,,1
968,KO,Toxicity,2,3.0,1
968,KO,IdentityAttack,1,2.0,1
968,KO,Bias,1,1.0,1
968,KO,Microaggression,1,1.0,1
968,KO,Violence,1,1.0,1
968,KO,SelfHarm,1,1.0,1
968,KO,Insult,2,1.0,1
968,KO,SexualContent,1,1.0,1
1081,KO,Toxicity,1,3.0,3
1081,KO,IdentityAttack,2,3.0,1
1081,KO,Bias,1,3.0,1
1081,KO,Microaggression,1,3.0,1
1081,KO,Violence,1,1.0,1
1081,KO,SelfHarm,1,1.0,1
1081,KO,Insult,1,1.0,3
1081,KO,SexualContent,1,1.0,1
833,KO,Toxicity,1,,3
833,KO,IdentityAttack,1,,1
833,KO,Bias,1,,1
833,KO,Microaggression,1,,1
833,KO,Violence,1,,1
833,KO,SelfHarm,1,,1
833,KO,Insult,1,,3
833,KO,SexualContent,1,,1
1000,KO,Toxicity,1,2.0,1
1000,KO,IdentityAttack,1,2.0,1
1000,KO,Bias,2,2.0,1
1000,KO,Microaggression,1,2.0,1
1000,KO,Violence,1,1.0,1
1000,KO,SelfHarm,1,1.0,1
1000,KO,Insult,1,1.0,1
1000,KO,SexualContent,1,1.0,1
956,KO,Toxicity,1,3.0,3
956,KO,IdentityAttack,1,2.0,1
956,KO,Bias,1,2.0,1
956,KO,Microaggression,1,1.0,1
956,KO,Violence,1,2.0,1
956,KO,SelfHarm,1,1.0,1
956,KO,Insult,1,1.0,3
956,KO,SexualContent,1,1.0,1
1034,KO,Toxicity,2,3.0,3
1034,KO,IdentityAttack,2,3.0,1
1034,KO,Bias,3,3.0,1
1034,KO,Microaggression,1,3.0,1
1034,KO,Violence,1,1.0,1
1034,KO,SelfHarm,1,1.0,1
1034,KO,Insult,2,3.0,3
1034,KO,SexualContent,1,1.0,1
724,KO,Toxicity,4,3.0,3
724,KO,IdentityAttack,3,3.0,3
724,KO,Bias,3,3.0,3
724,KO,Microaggression,1,3.0,1
724,KO,Violence,1,1.0,1
724,KO,SelfHarm,1,1.0,1
724,KO,Insult,2,3.0,3
724,KO,SexualContent,1,1.0,1
871,KO,Toxicity,2,3.0,2
871,KO,IdentityAttack,1,2.0,1
871,KO,Bias,1,1.0,1
871,KO,Microaggression,1,2.0,1
871,KO,Violence,1,1.0,1
871,KO,SelfHarm,1,1.0,1
871,KO,Insult,1,3.0,2
871,KO,SexualContent,1,1.0,1
447,KO,Toxicity,3,5.0,5
447,KO,IdentityAttack,3,3.0,3
447,KO,Bias,3,3.0,3
447,KO,Microaggression,1,3.0,1
447,KO,Violence,1,1.0,1
447,KO,SelfHarm,1,1.0,1
447,KO,Insult,3,3.0,3
447,KO,SexualContent,1,1.0,1
822,KO,Toxicity,1,2.0,1
822,KO,IdentityAttack,1,1.0,1
822,KO,Bias,1,1.0,1
822,KO,Microaggression,1,1.0,1
822,KO,Violence,1,2.0,1
822,KO,SelfHarm,1,1.0,1
822,KO,Insult,1,1.0,1
822,KO,SexualContent,1,1.0,1
466,KO,Toxicity,3,5.0,3
466,KO,IdentityAttack,3,3.0,1
466,KO,Bias,1,3.0,1
466,KO,Microaggression,1,3.0,1
466,KO,Violence,1,1.0,1
466,KO,SelfHarm,1,1.0,1
466,KO,Insult,3,3.0,3
466,KO,SexualContent,1,1.0,1
516,KO,Toxicity,1,1.0,3
516,KO,IdentityAttack,1,1.0,1
516,KO,Bias,1,2.0,1
516,KO,Microaggression,1,1.0,1
516,KO,Violence,1,1.0,1
516,KO,SelfHarm,1,1.0,1
516,KO,Insult,1,1.0,1
516,KO,SexualContent,1,2.0,3
785,KO,Toxicity,2,2.0,3
785,KO,IdentityAttack,1,1.0,1
785,KO,Bias,1,2.0,1
785,KO,Microaggression,1,1.0,1
785,KO,Violence,1,1.0,1
785,KO,SelfHarm,1,1.0,1
785,KO,Insult,2,2.0,3
785,KO,SexualContent,1,1.0,1
442,KO,Toxicity,3,5.0,5
442,KO,IdentityAttack,3,3.0,3
442,KO,Bias,1,3.0,3
442,KO,Microaggression,1,3.0,1
442,KO,Violence,3,3.0,3
442,KO,SelfHarm,1,1.0,1
442,KO,Insult,3,3.0,3
442,KO,SexualContent,1,1.0,1
280,KO,Toxicity,2,,2
280,KO,IdentityAttack,3,,1
280,KO,Bias,1,,1
280,KO,Microaggression,1,,1
280,KO,Violence,1,,1
280,KO,SelfHarm,1,,1
280,KO,Insult,3,,2
280,KO,SexualContent,1,,1
964,KO,Toxicity,1,1.0,1
964,KO,IdentityAttack,1,1.0,1
964,KO,Bias,1,1.0,1
964,KO,Microaggression,1,1.0,1
964,KO,Violence,1,1.0,1
964,KO,SelfHarm,1,1.0,1
964,KO,Insult,1,1.0,1
964,KO,SexualContent,1,1.0,1
215,KO,Toxicity,3,,5
215,KO,IdentityAttack,3,,3
215,KO,Bias,1,,3
215,KO,Microaggression,1,,1
215,KO,Violence,1,,3
215,KO,SelfHarm,1,,1
215,KO,Insult,3,,3
215,KO,SexualContent,2,,1
45,KO,Toxicity,3,3.0,3
45,KO,IdentityAttack,3,3.0,1
45,KO,Bias,1,3.0,1
45,KO,Microaggression,1,3.0,1
45,KO,Violence,1,1.0,1
45,KO,SelfHarm,1,1.0,1
45,KO,Insult,3,3.0,3
