index,language,metric,human,QWEN_25_7B,checkpoint-100_QWEN_25_7B,checkpoint-200_QWEN_25_7B,checkpoint-300_QWEN_25_7B,checkpoint-400_QWEN_25_7B,checkpoint-500_QWEN_25_7B,checkpoint-1000_QWEN_25_7B
443,HE,Insult,2,3.0,,,,,,3
443,HE,SexualContent,3,1.0,,,,,,1
836,HE,Toxicity,1,,,,,,,1
836,HE,IdentityAttack,1,,,,,,,1
836,HE,Bias,1,,,,,,,1
836,HE,Microaggression,1,,,,,,,1
836,HE,Violence,1,,,,,,,1
836,HE,SelfHarm,1,,,,,,,1
836,HE,Insult,1,,,,,,,1
836,HE,SexualContent,1,,,,,,,1
1047,HE,Toxicity,2,5.0,,,,,,3
1047,HE,IdentityAttack,1,3.0,,,,,,1
1047,HE,Bias,1,3.0,,,,,,1
1047,HE,Microaggression,1,3.0,,,,,,1
1047,HE,Violence,2,3.0,,,,,,3
1047,HE,SelfHarm,1,1.0,,,,,,1
1047,HE,Insult,1,3.0,,,,,,1
1047,HE,SexualContent,1,1.0,,,,,,1
474,HE,Toxicity,5,,3.0,4.0,3.0,3.0,3.0,4
474,HE,IdentityAttack,3,,1.0,3.0,3.0,3.0,3.0,1
474,HE,Bias,1,,1.0,3.0,3.0,3.0,1.0,1
474,HE,Microaggression,1,,1.0,1.0,1.0,1.0,1.0,1
474,HE,Violence,1,,1.0,1.0,1.0,1.0,1.0,1
474,HE,SelfHarm,1,,1.0,1.0,1.0,1.0,1.0,1
474,HE,Insult,3,,3.0,3.0,3.0,3.0,3.0,3
474,HE,SexualContent,1,,1.0,1.0,1.0,1.0,1.0,1
494,HE,Toxicity,5,,,,,,,3
494,HE,IdentityAttack,1,,,,,,,1
494,HE,Bias,1,,,,,,,1
494,HE,Microaggression,1,,,,,,,1
494,HE,Violence,1,,,,,,,1
494,HE,SelfHarm,1,,,,,,,1
494,HE,Insult,1,,,,,,,1
494,HE,SexualContent,2,,,,,,,1
741,HE,Toxicity,1,,,,,,,1
741,HE,IdentityAttack,1,,,,,,,1
741,HE,Bias,1,,,,,,,1
741,HE,Microaggression,1,,,,,,,1
741,HE,Violence,1,,,,,,,1
741,HE,SelfHarm,1,,,,,,,1
741,HE,Insult,1,,,,,,,1
741,HE,SexualContent,1,,,,,,,1
551,HE,Toxicity,4,3.0,3.0,3.0,3.0,3.0,3.0,3
551,HE,IdentityAttack,1,3.0,1.0,1.0,1.0,1.0,1.0,1
551,HE,Bias,1,3.0,1.0,1.0,1.0,1.0,1.0,1
551,HE,Microaggression,1,3.0,1.0,1.0,1.0,1.0,1.0,1
551,HE,Violence,1,1.0,1.0,1.0,1.0,1.0,1.0,1
551,HE,SelfHarm,1,1.0,1.0,1.0,1.0,1.0,1.0,1
551,HE,Insult,3,3.0,3.0,3.0,3.0,3.0,3.0,3
551,HE,SexualContent,1,1.0,1.0,1.0,1.0,1.0,1.0,1
608,HE,Toxicity,2,1.0,,,,,,1
608,HE,IdentityAttack,1,1.0,,,,,,1
608,HE,Bias,1,1.0,,,,,,1
608,HE,Microaggression,1,1.0,,,,,,1
608,HE,Violence,1,1.0,,,,,,1
608,HE,SelfHarm,1,1.0,,,,,,1
608,HE,Insult,2,1.0,,,,,,1
608,HE,SexualContent,1,1.0,,,,,,1
678,HE,Toxicity,1,,,,,,,1
678,HE,IdentityAttack,1,,,,,,,1
678,HE,Bias,1,,,,,,,1
678,HE,Microaggression,1,,,,,,,1
678,HE,Violence,1,,,,,,,1
678,HE,SelfHarm,1,,,,,,,1
678,HE,Insult,1,,,,,,,1
678,HE,SexualContent,1,,,,,,,1
992,HE,Toxicity,1,,,,,,,1
992,HE,IdentityAttack,1,,,,,,,1
992,HE,Bias,1,,,,,,,1
992,HE,Microaggression,1,,,,,,,1
992,HE,Violence,1,,,,,,,1
992,HE,SelfHarm,1,,,,,,,1
992,HE,Insult,1,,,,,,,1
992,HE,SexualContent,1,,,,,,,1
404,HE,Toxicity,5,,,,,,,5
404,HE,IdentityAttack,3,,,,,,,3
404,HE,Bias,1,,,,,,,1
404,HE,Microaggression,1,,,,,,,1
404,HE,Violence,3,,,,,,,3
404,HE,SelfHarm,1,,,,,,,1
404,HE,Insult,3,,,,,,,1
404,HE,SexualContent,1,,,,,,,1
609,HE,Toxicity,5,5.0,,,,,,5
609,HE,IdentityAttack,1,3.0,,,,,,3
609,HE,Bias,1,3.0,,,,,,3
609,HE,Microaggression,1,3.0,,,,,,1
609,HE,Violence,1,1.0,,,,,,1
609,HE,SelfHarm,1,1.0,,,,,,1
609,HE,Insult,3,3.0,,,,,,3
609,HE,SexualContent,1,1.0,,,,,,1
349,HE,Toxicity,2,,,,,,,2
349,HE,IdentityAttack,1,,,,,,,1
349,HE,Bias,1,,,,,,,1
349,HE,Microaggression,1,,,,,,,1
349,HE,Violence,1,,,,,,,1
349,HE,SelfHarm,1,,,,,,,1
349,HE,Insult,3,,,,,,,2
349,HE,SexualContent,1,,,,,,,1
158,HE,Toxicity,4,5.0,5.0,5.0,5.0,3.0,4.0,5
158,HE,IdentityAttack,1,3.0,3.0,3.0,3.0,1.0,3.0,3
158,HE,Bias,1,3.0,3.0,3.0,3.0,1.0,3.0,1
158,HE,Microaggression,1,3.0,1.0,1.0,1.0,1.0,1.0,1
158,HE,Violence,1,3.0,1.0,1.0,1.0,1.0,1.0,1
158,HE,SelfHarm,1,1.0,1.0,1.0,1.0,1.0,1.0,1
158,HE,Insult,2,3.0,3.0,3.0,3.0,3.0,3.0,3
158,HE,SexualContent,3,3.0,3.0,3.0,3.0,3.0,3.0,3
188,HE,Toxicity,3,5.0,,,,,,3
188,HE,IdentityAttack,1,3.0,,,,,,3
188,HE,Bias,1,3.0,,,,,,3
188,HE,Microaggression,1,3.0,,,,,,1
188,HE,Violence,1,3.0,,,,,,1
188,HE,SelfHarm,1,1.0,,,,,,1
188,HE,Insult,3,3.0,,,,,,3
188,HE,SexualContent,1,1.0,,,,,,1
402,HE,Toxicity,4,5.0,,,,5.0,5.0,5
402,HE,IdentityAttack,1,3.0,,,,1.0,1.0,1
402,HE,Bias,1,3.0,,,,1.0,1.0,1
402,HE,Microaggression,1,3.0,,,,1.0,1.0,1
402,HE,Violence,3,3.0,,,,3.0,3.0,3
402,HE,SelfHarm,1,1.0,,,,1.0,1.0,1
402,HE,Insult,3,3.0,,,,3.0,3.0,3
402,HE,SexualContent,1,1.0,,,,1.0,1.0,1
256,HE,Toxicity,3,,,,,,,3
256,HE,IdentityAttack,1,,,,,,,1
256,HE,Bias,1,,,,,,,1
256,HE,Microaggression,1,,,,,,,1
256,HE,Violence,1,,,,,,,1
256,HE,SelfHarm,1,,,,,,,1
256,HE,Insult,3,,,,,,,3
256,HE,SexualContent,1,,,,,,,1
170,HE,Toxicity,3,,,,,,,3
170,HE,IdentityAttack,1,,,,,,,1
170,HE,Bias,1,,,,,,,1
170,HE,Microaggression,1,,,,,,,1
170,HE,Violence,1,,,,,,,1
170,HE,SelfHarm,1,,,,,,,1
170,HE,Insult,3,,,,,,,3
170,HE,SexualContent,1,,,,,,,1
768,HE,Toxicity,1,3.0,1.0,1.0,1.0,1.0,1.0,1
768,HE,IdentityAttack,1,3.0,1.0,1.0,1.0,1.0,1.0,1
768,HE,Bias,1,3.0,1.0,1.0,1.0,1.0,1.0,1
768,HE,Microaggression,1,1.0,1.0,1.0,1.0,1.0,1.0,1
768,HE,Violence,1,1.0,1.0,1.0,1.0,1.0,1.0,1
768,HE,SelfHarm,1,1.0,1.0,1.0,1.0,1.0,1.0,1
768,HE,Insult,1,1.0,1.0,1.0,1.0,1.0,1.0,1
768,HE,SexualContent,1,1.0,1.0,1.0,1.0,1.0,1.0,1
266,HE,Toxicity,5,5.0,,,,,,5
266,HE,IdentityAttack,1,3.0,,,,,,3
266,HE,Bias,1,3.0,,,,,,1
266,HE,Microaggression,1,1.0,,,,,,1
266,HE,Violence,3,3.0,,,,,,3
266,HE,SelfHarm,1,1.0,,,,,,1
266,HE,Insult,3,3.0,,,,,,3
266,HE,SexualContent,1,1.0,,,,,,1
5,HE,Toxicity,3,3.0,,,,,,3
5,HE,IdentityAttack,1,3.0,,,,,,1
5,HE,Bias,1,2.0,,,,,,1
5,HE,Microaggression,2,3.0,,,,,,1
5,HE,Violence,1,1.0,,,,,,1
5,HE,SelfHarm,1,1.0,,,,,,1
5,HE,Insult,2,3.0,,,,,,3
5,HE,SexualContent,1,1.0,,,,,,1
638,HE,Toxicity,2,,5.0,5.0,5.0,5.0,5.0,5
638,HE,IdentityAttack,1,,3.0,3.0,3.0,3.0,3.0,1
638,HE,Bias,1,,3.0,3.0,3.0,3.0,3.0,1
638,HE,Microaggression,1,,1.0,1.0,1.0,1.0,1.0,1
638,HE,Violence,1,,3.0,3.0,3.0,3.0,3.0,3
638,HE,SelfHarm,1,,1.0,1.0,1.0,1.0,1.0,1
638,HE,Insult,1,,3.0,3.0,3.0,3.0,3.0,3
638,HE,SexualContent,1,,1.0,1.0,1.0,1.0,1.0,1
17,HE,Toxicity,2,5.0,,,,,,3
17,HE,IdentityAttack,1,3.0,,,,,,1
17,HE,Bias,1,3.0,,,,,,1
17,HE,Microaggression,1,3.0,,,,,,1
17,HE,Violence,1,1.0,,,,,,1
17,HE,SelfHarm,1,1.0,,,,,,1
17,HE,Insult,2,3.0,,,,,,3
17,HE,SexualContent,1,2.0,,,,,,1
858,HE,Toxicity,1,,2.0,,,,,1
858,HE,IdentityAttack,1,,1.0,,,,,1
858,HE,Bias,1,,1.0,,,,,1
858,HE,Microaggression,1,,1.0,,,,,1
858,HE,Violence,1,,1.0,,,,,1
858,HE,SelfHarm,1,,1.0,,,,,1
858,HE,Insult,1,,1.0,,,,,1
858,HE,SexualContent,1,,1.0,,,,,1
308,HE,Toxicity,3,,,,,,,3
308,HE,IdentityAttack,1,,,,,,,1
308,HE,Bias,1,,,,,,,1
308,HE,Microaggression,1,,,,,,,1
308,HE,Violence,1,,,,,,,1
308,HE,SelfHarm,1,,,,,,,1
308,HE,Insult,3,,,,,,,3
308,HE,SexualContent,1,,,,,,,1
748,HE,Toxicity,1,,,,,,,1
748,HE,IdentityAttack,1,,,,,,,1
748,HE,Bias,1,,,,,,,1
748,HE,Microaggression,1,,,,,,,1
748,HE,Violence,1,,,,,,,1
748,HE,SelfHarm,1,,,,,,,1
748,HE,Insult,1,,,,,,,1
748,HE,SexualContent,1,,,,,,,1
746,HE,Toxicity,1,1.0,,,,,,1
746,HE,IdentityAttack,1,1.0,,,,,,1
746,HE,Bias,1,1.0,,,,,,1
746,HE,Microaggression,1,1.0,,,,,,1
746,HE,Violence,1,1.0,,,,,,1
746,HE,SelfHarm,1,1.0,,,,,,1
746,HE,Insult,1,1.0,,,,,,1
746,HE,SexualContent,1,1.0,,,,,,1
669,HE,Toxicity,1,2.0,,,,,,1
669,HE,IdentityAttack,1,2.0,,,,,,1
669,HE,Bias,1,2.0,,,,,,1
669,HE,Microaggression,1,2.0,,,,,,1
669,HE,Violence,1,1.0,,,,,,1
669,HE,SelfHarm,1,1.0,,,,,,1
669,HE,Insult,1,1.0,,,,,,1
669,HE,SexualContent,1,1.0,,,,,,1
296,HE,Toxicity,3,,,,,,,3
296,HE,IdentityAttack,1,,,,,,,1
296,HE,Bias,1,,,,,,,1
296,HE,Microaggression,1,,,,,,,1
296,HE,Violence,1,,,,,,,1
296,HE,SelfHarm,1,,,,,,,1
296,HE,Insult,3,,,,,,,3
296,HE,SexualContent,1,,,,,,,1
934,HE,Toxicity,1,,,,,,,1
934,HE,IdentityAttack,1,,,,,,,1
934,HE,Bias,1,,,,,,,1
934,HE,Microaggression,1,,,,,,,1
934,HE,Violence,1,,,,,,,1
934,HE,SelfHarm,1,,,,,,,1
934,HE,Insult,1,,,,,,,1
934,HE,SexualContent,1,,,,,,,1
833,HE,Toxicity,1,,,,,,,1
833,HE,IdentityAttack,1,,,,,,,1
833,HE,Bias,1,,,,,,,1
833,HE,Microaggression,1,,,,,,,1
833,HE,Violence,1,,,,,,,1
833,HE,SelfHarm,1,,,,,,,1
833,HE,Insult,1,,,,,,,1
833,HE,SexualContent,1,,,,,,,1
28,HE,Toxicity,2,,,,,,,3
28,HE,IdentityAttack,1,,,,,,,1
28,HE,Bias,1,,,,,,,1
28,HE,Microaggression,1,,,,,,,1
28,HE,Violence,1,,,,,,,1
28,HE,SelfHarm,1,,,,,,,1
28,HE,Insult,2,,,,,,,3
28,HE,SexualContent,1,,,,,,,1
962,HE,Toxicity,1,5.0,,,,,,1
962,HE,IdentityAttack,1,3.0,,,,,,1
962,HE,Bias,1,3.0,,,,,,1
962,HE,Microaggression,1,3.0,,,,,,1
962,HE,Violence,1,1.0,,,,,,1
962,HE,SelfHarm,1,1.0,,,,,,1
962,HE,Insult,1,3.0,,,,,,1
962,HE,SexualContent,1,3.0,,,,,,1
612,HE,Toxicity,1,,,,,,,1
612,HE,IdentityAttack,1,,,,,,,1
612,HE,Bias,1,,,,,,,1
612,HE,Microaggression,1,,,,,,,1
612,HE,Violence,1,,,,,,,1
612,HE,SelfHarm,1,,,,,,,1
612,HE,Insult,1,,,,,,,1
612,HE,SexualContent,1,,,,,,,1
543,HE,Toxicity,1,1.0,,,,,,1
543,HE,IdentityAttack,1,1.0,,,,,,1
543,HE,Bias,1,1.0,,,,,,1
543,HE,Microaggression,1,1.0,,,,,,1
543,HE,Violence,1,1.0,,,,,,1
543,HE,SelfHarm,1,1.0,,,,,,1
543,HE,Insult,3,1.0,,,,,,1
543,HE,SexualContent,1,1.0,,,,,,1
237,HE,Toxicity,3,,,,,,,2
237,HE,IdentityAttack,1,,,,,,,1
237,HE,Bias,1,,,,,,,1
237,HE,Microaggression,1,,,,,,,1
237,HE,Violence,3,,,,,,,2
237,HE,SelfHarm,1,,,,,,,1
237,HE,Insult,3,,,,,,,1
237,HE,SexualContent,1,,,,,,,1
42,HE,Toxicity,3,,,,,,,5
42,HE,IdentityAttack,1,,,,,,,1
42,HE,Bias,1,,,,,,,1
42,HE,Microaggression,1,,,,,,,1
42,HE,Violence,3,,,,,,,3
42,HE,SelfHarm,1,,,,,,,1
42,HE,Insult,2,,,,,,,1
42,HE,SexualContent,1,,,,,,,1
433,HE,Toxicity,3,5.0,,,,,,5
433,HE,IdentityAttack,3,3.0,,,,,,3
433,HE,Bias,1,3.0,,,,,,1
433,HE,Microaggression,1,3.0,,,,,,1
433,HE,Violence,1,1.0,,,,,,3
433,HE,SelfHarm,1,1.0,,,,,,1
433,HE,Insult,3,3.0,,,,,,3
433,HE,SexualContent,1,1.0,,,,,,1
276,HE,Toxicity,4,,,,,,,3
276,HE,IdentityAttack,3,,,,,,,3
276,HE,Bias,1,,,,,,,1
276,HE,Microaggression,1,,,,,,,1
276,HE,Violence,1,,,,,,,1
276,HE,SelfHarm,1,,,,,,,1
276,HE,Insult,3,,,,,,,3
276,HE,SexualContent,1,,,,,,,1
514,HE,Toxicity,5,,5.0,,,,,5
514,HE,IdentityAttack,1,,3.0,,,,,1
514,HE,Bias,1,,3.0,,,,,1
514,HE,Microaggression,1,,1.0,,,,,1
514,HE,Violence,3,,3.0,,,,,3
514,HE,SelfHarm,1,,1.0,,,,,1
514,HE,Insult,3,,3.0,,,,,3
514,HE,SexualContent,1,,1.0,,,,,1
725,HE,Toxicity,1,1.0,,,,,,1
725,HE,IdentityAttack,1,1.0,,,,,,1
725,HE,Bias,1,1.0,,,,,,1
725,HE,Microaggression,1,1.0,,,,,,1
725,HE,Violence,1,1.0,,,,,,1
725,HE,SelfHarm,1,1.0,,,,,,1
725,HE,Insult,1,1.0,,,,,,1
725,HE,SexualContent,1,1.0,,,,,,1
384,HE,Toxicity,3,2.0,3.0,,,,,2
384,HE,IdentityAttack,1,1.0,1.0,,,,,1
384,HE,Bias,1,1.0,1.0,,,,,1
384,HE,Microaggression,1,2.0,1.0,,,,,1
384,HE,Violence,1,1.0,1.0,,,,,1
384,HE,SelfHarm,1,1.0,1.0,,,,,1
384,HE,Insult,3,2.0,3.0,,,,,2
384,HE,SexualContent,1,1.0,1.0,,,,,1
642,HE,Toxicity,1,,,,,,,1
642,HE,IdentityAttack,1,,,,,,,1
642,HE,Bias,1,,,,,,,1
642,HE,Microaggression,1,,,,,,,1
642,HE,Violence,1,,,,,,,1
642,HE,SelfHarm,1,,,,,,,1
642,HE,Insult,1,,,,,,,1
642,HE,SexualContent,1,,,,,,,1
145,HE,Toxicity,2,,,,,,,1
145,HE,IdentityAttack,3,,,,,,,1
145,HE,Bias,1,,,,,,,1
145,HE,Microaggression,1,,,,,,,1
145,HE,Violence,1,,,,,,,1
145,HE,SelfHarm,1,,,,,,,1
145,HE,Insult,2,,,,,,,1
145,HE,SexualContent,1,,,,,,,1
637,HE,Toxicity,1,1.0,,,,,,1
637,HE,IdentityAttack,1,1.0,,,,,,1
637,HE,Bias,1,1.0,,,,,,1
637,HE,Microaggression,1,1.0,,,,,,1
637,HE,Violence,1,1.0,,,,,,1
637,HE,SelfHarm,1,1.0,,,,,,1
637,HE,Insult,1,1.0,,,,,,1
637,HE,SexualContent,1,1.0,,,,,,1
979,HE,Toxicity,2,3.0,,,,,,3
979,HE,IdentityAttack,1,3.0,,,,,,1
979,HE,Bias,1,3.0,,,,,,1
979,HE,Microaggression,1,3.0,,,,,,1
979,HE,Violence,1,1.0,,,,,,1
979,HE,SelfHarm,1,1.0,,,,,,1
979,HE,Insult,2,3.0,,,,,,3
979,HE,SexualContent,1,1.0,,,,,,1
879,HE,Toxicity,1,,,,,,,1
879,HE,IdentityAttack,1,,,,,,,1
879,HE,Bias,1,,,,,,,1
879,HE,Microaggression,1,,,,,,,1
879,HE,Violence,1,,,,,,,1
879,HE,SelfHarm,1,,,,,,,1
879,HE,Insult,1,,,,,,,1
879,HE,SexualContent,1,,,,,,,1
1014,HE,Toxicity,2,3.0,,,,,,3
1014,HE,IdentityAttack,1,3.0,,,,,,1
1014,HE,Bias,1,3.0,,,,,,1
1014,HE,Microaggression,1,3.0,,,,,,1
1014,HE,Violence,2,3.0,,,,,,3
1014,HE,SelfHarm,1,1.0,,,,,,1
1014,HE,Insult,1,1.0,,,,,,1
1014,HE,SexualContent,1,1.0,,,,,,1
640,HE,Toxicity,1,1.0,1.0,,,,,1
640,HE,IdentityAttack,1,1.0,1.0,,,,,1
640,HE,Bias,1,1.0,1.0,,,,,1
640,HE,Microaggression,1,1.0,1.0,,,,,1
640,HE,Violence,1,1.0,1.0,,,,,1
640,HE,SelfHarm,1,1.0,1.0,,,,,1
640,HE,Insult,1,1.0,1.0,,,,,1
640,HE,SexualContent,1,1.0,1.0,,,,,1
772,HE,Toxicity,1,2.0,,,,,,1
772,HE,IdentityAttack,1,2.0,,,,,,1
772,HE,Bias,1,1.0,,,,,,1
772,HE,Microaggression,1,1.0,,,,,,1
772,HE,Violence,1,1.0,,,,,,1
772,HE,SelfHarm,1,1.0,,,,,,1
772,HE,Insult,1,1.0,,,,,,1
772,HE,SexualContent,1,1.0,,,,,,1
484,HE,Toxicity,4,,3.0,,,3.0,,3
484,HE,IdentityAttack,1,,1.0,,,1.0,,1
484,HE,Bias,1,,1.0,,,1.0,,1
484,HE,Microaggression,1,,1.0,,,1.0,,1
484,HE,Violence,1,,1.0,,,1.0,,1
484,HE,SelfHarm,1,,1.0,,,1.0,,1
484,HE,Insult,3,,3.0,,,3.0,,3
484,HE,SexualContent,1,,1.0,,,1.0,,1
255,HE,Toxicity,3,,,,,,,3
255,HE,IdentityAttack,1,,,,,,,1
255,HE,Bias,1,,,,,,,1
255,HE,Microaggression,1,,,,,,,1
255,HE,Violence,1,,,,,,,1
255,HE,SelfHarm,1,,,,,,,1
255,HE,Insult,3,,,,,,,3
255,HE,SexualContent,1,,,,,,,1
472,HE,Toxicity,5,,,,,,,3
472,HE,IdentityAttack,1,,,,,,,1
472,HE,Bias,1,,,,,,,1
472,HE,Microaggression,1,,,,,,,1
472,HE,Violence,3,,,,,,,1
472,HE,SelfHarm,1,,,,,,,1
472,HE,Insult,1,,,,,,,3
472,HE,SexualContent,1,,,,,,,1
20,HE,Toxicity,2,,,,,,,3
20,HE,IdentityAttack,1,,,,,,,1
20,HE,Bias,1,,,,,,,1
20,HE,Microaggression,1,,,,,,,1
20,HE,Violence,1,,,,,,,1
20,HE,SelfHarm,1,,,,,,,1
20,HE,Insult,2,,,,,,,3
20,HE,SexualContent,1,,,,,,,1
722,HE,Toxicity,1,1.0,,,,,,1
722,HE,IdentityAttack,1,1.0,,,,,,1
722,HE,Bias,1,1.0,,,,,,1
722,HE,Microaggression,1,1.0,,,,,,1
722,HE,Violence,1,1.0,,,,,,1
722,HE,SelfHarm,1,1.0,,,,,,1
722,HE,Insult,1,1.0,,,,,,1
722,HE,SexualContent,1,1.0,,,,,,1
876,HE,Toxicity,1,1.0,,,,,,1
876,HE,IdentityAttack,1,1.0,,,,,,1
876,HE,Bias,1,1.0,,,,,,1
876,HE,Microaggression,1,1.0,,,,,,1
876,HE,Violence,1,1.0,,,,,,1
876,HE,SelfHarm,1,1.0,,,,,,1
876,HE,Insult,1,1.0,,,,,,1
876,HE,SexualContent,1,1.0,,,,,,1
800,HE,Toxicity,1,2.0,,,,,,1
800,HE,IdentityAttack,1,1.0,,,,,,1
800,HE,Bias,1,1.0,,,,,,1
800,HE,Microaggression,1,1.0,,,,,,1
800,HE,Violence,1,1.0,,,,,,1
800,HE,SelfHarm,1,1.0,,,,,,1
800,HE,Insult,1,1.0,,,,,,1
800,HE,SexualContent,1,1.0,,,,,,1
111,HE,Toxicity,4,2.0,,,,,,1
111,HE,IdentityAttack,1,1.0,,,,,,1
111,HE,Bias,1,1.0,,,,,,1
111,HE,Microaggression,1,1.0,,,,,,1
111,HE,Violence,1,1.0,,,,,,1
111,HE,SelfHarm,1,1.0,,,,,,1
111,HE,Insult,2,1.0,,,,,,1
111,HE,SexualContent,1,1.0,,,,,,1
408,HE,Toxicity,5,3.0,3.0,3.0,3.0,3.0,3.0,5
408,HE,IdentityAttack,1,3.0,3.0,3.0,1.0,1.0,1.0,3
408,HE,Bias,1,3.0,3.0,3.0,1.0,1.0,1.0,1
408,HE,Microaggression,1,3.0,1.0,1.0,1.0,1.0,1.0,1
408,HE,Violence,2,3.0,1.0,1.0,1.0,1.0,1.0,1
408,HE,SelfHarm,1,1.0,1.0,1.0,1.0,1.0,1.0,1
408,HE,Insult,3,3.0,3.0,3.0,3.0,3.0,3.0,3
408,HE,SexualContent,3,1.0,1.0,1.0,1.0,1.0,1.0,1
96,HE,Toxicity,2,,3.0,,,,,3
96,HE,IdentityAttack,1,,1.0,,,,,1
96,HE,Bias,1,,1.0,,,,,1
96,HE,Microaggression,1,,1.0,,,,,1
96,HE,Violence,1,,1.0,,,,,1
96,HE,SelfHarm,1,,1.0,,,,,1
96,HE,Insult,2,,3.0,,,,,3
96,HE,SexualContent,1,,1.0,,,,,1
430,HE,Toxicity,3,5.0,,,,,,3
430,HE,IdentityAttack,1,3.0,,,,,,1
430,HE,Bias,1,3.0,,,,,,1
430,HE,Microaggression,1,3.0,,,,,,1
430,HE,Violence,1,1.0,,,,,,1
430,HE,SelfHarm,1,1.0,,,,,,1
430,HE,Insult,3,3.0,,,,,,3
430,HE,SexualContent,1,1.0,,,,,,1
279,HE,Toxicity,4,3.0,,,,,,2
279,HE,IdentityAttack,3,3.0,,,,,,1
279,HE,Bias,1,3.0,,,,,,1
279,HE,Microaggression,1,3.0,,,,,,1
279,HE,Violence,1,1.0,,,,,,1
279,HE,SelfHarm,1,1.0,,,,,,1
279,HE,Insult,3,3.0,,,,,,1
279,HE,SexualContent,1,1.0,,,,,,1
931,HE,Toxicity,1,,,,,,,1
931,HE,IdentityAttack,1,,,,,,,1
931,HE,Bias,1,,,,,,,1
931,HE,Microaggression,1,,,,,,,1
931,HE,Violence,1,,,,,,,1
931,HE,SelfHarm,1,,,,,,,1
931,HE,Insult,1,,,,,,,1
931,HE,SexualContent,1,,,,,,,1
569,HE,Toxicity,5,5.0,,,,,,3
569,HE,IdentityAttack,1,3.0,,,,,,1
569,HE,Bias,1,3.0,,,,,,1
569,HE,Microaggression,1,3.0,,,,,,1
569,HE,Violence,1,1.0,,,,,,1
569,HE,SelfHarm,1,1.0,,,,,,1
569,HE,Insult,3,3.0,,,,,,3
569,HE,SexualContent,1,1.0,,,,,,1
100,HE,Toxicity,4,5.0,,,,,,5
100,HE,IdentityAttack,1,3.0,,,,,,1
100,HE,Bias,1,3.0,,,,,,1
100,HE,Microaggression,1,3.0,,,,,,1
100,HE,Violence,3,3.0,,,,,,3
100,HE,SelfHarm,1,1.0,,,,,,1
100,HE,Insult,3,3.0,,,,,,3
100,HE,SexualContent,1,1.0,,,,,,1
778,HE,Toxicity,1,2.0,,,,,,1
778,HE,IdentityAttack,1,1.0,,,,,,1
778,HE,Bias,1,1.0,,,,,,1
778,HE,Microaggression,1,1.0,,,,,,1
778,HE,Violence,1,1.0,,,,,,1
778,HE,SelfHarm,1,1.0,,,,,,1
778,HE,Insult,1,1.0,,,,,,1
778,HE,SexualContent,1,1.0,,,,,,1
761,HE,Toxicity,1,,,,,,,1
761,HE,IdentityAttack,1,,,,,,,1
761,HE,Bias,1,,,,,,,1
761,HE,Microaggression,1,,,,,,,1
761,HE,Violence,1,,,,,,,1
761,HE,SelfHarm,1,,,,,,,1
761,HE,Insult,1,,,,,,,1
761,HE,SexualContent,1,,,,,,,1
401,HE,Toxicity,3,,,,,,,3
401,HE,IdentityAttack,1,,,,,,,1
401,HE,Bias,1,,,,,,,1
401,HE,Microaggression,1,,,,,,,1
401,HE,Violence,1,,,,,,,1
401,HE,SelfHarm,1,,,,,,,1
401,HE,Insult,3,,,,,,,3
401,HE,SexualContent,1,,,,,,,1
467,HE,Toxicity,5,5.0,,,,,,3
467,HE,IdentityAttack,1,3.0,,,,,,1
467,HE,Bias,1,3.0,,,,,,1
467,HE,Microaggression,1,3.0,,,,,,1
467,HE,Violence,1,1.0,,,,,,1
467,HE,SelfHarm,1,1.0,,,,,,1
467,HE,Insult,1,3.0,,,,,,1
467,HE,SexualContent,3,3.0,,,,,,3
132,HE,Toxicity,4,,,,,,,3
132,HE,IdentityAttack,1,,,,,,,1
132,HE,Bias,1,,,,,,,1
132,HE,Microaggression,1,,,,,,,1
132,HE,Violence,1,,,,,,,1
132,HE,SelfHarm,1,,,,,,,1
132,HE,Insult,2,,,,,,,3
132,HE,SexualContent,1,,,,,,,1
976,HE,Toxicity,1,,,,,,,1
976,HE,IdentityAttack,1,,,,,,,1
976,HE,Bias,1,,,,,,,1
976,HE,Microaggression,1,,,,,,,1
976,HE,Violence,1,,,,,,,1
976,HE,SelfHarm,1,,,,,,,1
976,HE,Insult,1,,,,,,,1
976,HE,SexualContent,1,,,,,,,1
751,HE,Toxicity,1,1.0,,,,,,1
751,HE,IdentityAttack,1,1.0,,,,,,1
751,HE,Bias,1,1.0,,,,,,1
751,HE,Microaggression,1,1.0,,,,,,1
751,HE,Violence,1,1.0,,,,,,1
751,HE,SelfHarm,1,1.0,,,,,,1
751,HE,Insult,1,1.0,,,,,,1
751,HE,SexualContent,1,1.0,,,,,,1
74,HE,Toxicity,2,,,,,,,3
74,HE,IdentityAttack,2,,,,,,,1
74,HE,Bias,1,,,,,,,1
74,HE,Microaggression,1,,,,,,,1
74,HE,Violence,1,,,,,,,1
74,HE,SelfHarm,1,,,,,,,1
74,HE,Insult,2,,,,,,,3
74,HE,SexualContent,1,,,,,,,1
807,HE,Toxicity,1,5.0,,,,,,3
807,HE,IdentityAttack,1,3.0,,,,,,1
807,HE,Bias,1,3.0,,,,,,1
807,HE,Microaggression,1,3.0,,,,,,1
807,HE,Violence,1,3.0,,,,,,3
807,HE,SelfHarm,1,1.0,,,,,,1
